rr_config_id,path_id,master_seed,mc_seed,prefix_application_basis,pf_scenario,expectancy_tilt,expected_weighted_source_pf,requested_target_pf,achieved_weighted_source_pf,normalized_source_packet_count,july_source_packet_count,august_source_packet_count,july_source_wins,july_source_losses,july_source_breakevens,august_source_wins,august_source_losses,august_source_breakevens,calibration_winner_multiplier,regime_scenario,point_scale_scenario,geometry_policy,min_effective_stop_points,max_effective_stop_points,realized_prefix_net_points,forward_only_net_points,combined_net_points,synthetic_trades,unknown_realized_excursions
1rr,44,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,200.0,150.0,20,2
1rr,45,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,13.0,-37.0,20,2
1rr,46,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,0.0,-50.0,20,2
1rr,47,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,218.125,168.125,20,2
1rr,48,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,100.0,50.0,20,2
1rr,49,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,300.0,250.0,20,2
1rr,50,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-500.0,-550.0,20,2
1rr,51,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,654.5,604.5,20,2
1rr,52,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,633.75,583.75,20,2
1rr,53,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-400.0,-450.0,20,2
1rr,54,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-20.75,-70.75,20,2
1rr,55,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-100.0,-149.99999999999997,20,2
1rr,56,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-645.5,-695.5,20,2
1rr,57,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,1009.0,959.0,20,2
1rr,58,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,454.5,404.5,20,2
1rr,59,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,218.125,168.125,20,2
1rr,60,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,600.0,550.0,20,2
1rr,61,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,200.0,150.0,20,2
1rr,62,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,336.25,286.25,20,2
1rr,63,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,18.12499999999997,-31.87500000000003,20,2
1rr,64,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-600.0,-650.0,20,2
1rr,65,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,418.125,368.125,20,2
1rr,66,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,700.0,650.0,20,2
1rr,67,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,300.0,250.0,20,2
1rr,68,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-320.75,-370.75,20,2
1rr,69,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,1000.0,950.0,20,2
1rr,70,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,200.0,150.0,20,2
1rr,71,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-100.0,-149.99999999999997,20,2
1rr,72,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-300.0,-350.0,20,2
1rr,73,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,97.375,47.375,20,2
1rr,74,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,79.25000000000003,29.25,20,2
1rr,75,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,36.25,-13.75,20,2
1rr,76,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,200.0,150.0,20,2
1rr,77,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,300.0,250.0,20,2
1rr,78,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-2.625,-52.625,20,2
1rr,79,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-520.75,-570.75,20,2
1rr,80,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,TARGET_PF,0.0,1.5000000000000004,1.5,1.5000000000000004,753,50,54,21,12,17,16,20,18,1.3451817418616354,stable,current,NORMALIZE_TO_FORWARD_RANGE,100.0,200.0,-50.0,-800.0,-850.0,20,2
